P.Zeit;;Pyrometer;Pyrometer B;MTC1;MTC2;MTC3;MTC4;Press. abs 1;Press. abs 2;Speed;U RMS;I RMS;Power;Force;Abs Piston Tra.;Rel Piston Tra.;;;
0:00:21;0:54:56;400;400;22;23;23;22;0,13;4;0,48;0;0,04;;7;33,62;;;;
0:00:22;0:54:57;400;400;22;23;23;22;0,13;4;0,48;0;0,04;;7;33,62;;;;
0:00:23;0:54:58;400;400;22;23;23;22;0,13;4;0,14;0;0,04;;7;33,62;;;;
0:00:24;0:54:59;400;400;22;23;23;22;0,13;4;0,14;0;0,04;;7;33,63;;;;
0:00:25;0:55:00;400;400;22;23;23;22;0,13;4;0,14;0;0,04;;7;33,65;;;;
0:00:26;0:55:01;400;400;22;23;23;22;0,13;4;0,14;0;0,04;;7;33,66;;;;
0:00:27;0:55:02;400;400;22;23;22;22;0,13;4;0,64;0;0,04;;7;33,66;;;;
0:00:28;0:55:03;400;400;22;23;23;22;0,13;4;0,64;0;0,04;;7;33,66;;;;
0:00:29;0:55:04;400;400;22;23;23;22;0,13;4;0,64;0;0,04;;7;33,66;;;;
0:00:30;0:55:05;400;400;22;23;23;22;0,13;4;0,2;0;0,04;;7;33,68;;;;
0:00:31;0:55:06;400;400;22;23;23;22;0,13;4;0,2;0;0,04;;8;33,69;;;;
0:00:32;0:55:07;400;400;22;23;23;22;0,13;4;0,2;0;0,04;;8;33,69;;;;
0:00:33;0:55:08;400;400;22;23;23;22;0,13;4;0,39;0;0,04;;8;33,69;;;;
0:00:34;0:55:09;400;400;22;23;23;22;0,13;4;0,39;0;0,04;;8;33,69;;;;
0:00:35;0:55:10;400;400;22;23;23;22;0,13;4;0,39;0;0,04;;8;33,7;;;;
0:00:36;0:55:11;400;400;22;23;23;22;0,13;4;0,48;0;0,04;;8;33,72;;;;
0:00:37;0:55:12;400;400;22;23;23;22;0,13;4;0,48;0;0,04;;8;33,72;;;;
0:00:38;0:55:13;400;400;22;23;22;22;0,13;4;0,48;0;0,04;;8;33,73;;;;
0:00:39;0:55:14;400;400;22;23;22;22;0,13;4;0,48;0;0,04;;8;33,73;;;;
0:00:40;0:55:15;400;400;22;23;23;22;0,13;4;0,25;0;0,04;;8;33,73;;;;
0:00:41;0:55:16;400;400;22;23;23;22;0,13;4;0,25;0;0,04;;8;33,74;;;;
0:00:42;0:55:17;400;400;22;23;23;22;0,12;4;0,25;0;0,04;;9;33,76;;;;
0:00:43;0:55:18;400;400;22;23;22;22;0,12;4;0,54;0;0,04;;9;33,76;;;;
0:00:44;0:55:19;400;400;22;23;23;22;0,12;4;0,54;0;0,04;;9;33,77;;;;
0:00:45;0:55:20;400;400;22;23;23;22;0,12;4;0,54;0;0,04;;9;33,77;;;;
0:00:46;0:55:21;400;400;22;23;23;22;0,12;4;0,54;0;0,04;;9;33,77;;;;
0:00:47;0:55:22;400;400;22;23;23;22;0,12;4;0,25;0;0,04;;9;33,78;;;;
0:00:48;0:55:23;400;400;22;23;23;22;0,12;4;0,25;0;0,04;;9;33,78;;;;
0:00:49;0:55:24;400;400;22;23;23;22;0,12;4;0,25;0;0,04;;9;33,8;;;;
0:00:50;0:55:25;400;400;22;23;23;22;0,12;4;0,51;0;0,04;;9;33,81;;;;
0:00:51;0:55:26;400;400;22;23;23;22;0,12;4;0,51;0;0,04;;9;33,82;;;;
0:00:52;0:55:27;400;400;22;23;23;22;0,12;4;0,51;0;0,04;;9;33,82;;;;
0:00:53;0:55:28;400;400;22;23;23;22;0,12;4;0,4;0;0,04;;9;33,83;;;;
0:00:54;0:55:29;400;400;22;23;23;22;0,12;4;0,4;0;0,04;;9;33,83;;;;
0:00:55;0:55:30;400;400;22;23;23;22;0,12;4;0,4;0;0,04;;10;33,83;;;;
0:00:56;0:55:31;400;400;22;23;23;22;0,12;4;0,33;0;0,04;;10;33,84;;;;
0:00:57;0:55:32;400;400;22;23;23;22;0,12;4;0,33;0;0,04;;10;33,85;;;;
0:00:58;0:55:33;400;400;22;23;23;22;0,12;4;0,33;0;0,04;;10;33,87;;;;
0:00:59;0:55:34;400;400;22;23;23;22;0,12;4;0,33;0;0,04;;10;33,87;;;;
0:01:00;0:55:35;400;400;22;23;23;22;0,12;4;0,69;0;0,04;;10;33,88;;;;
0:01:01;0:55:36;400;400;22;23;23;22;0,12;4;0,69;0;0,04;;10;33,89;;;;
0:01:02;0:55:37;400;400;22;23;23;22;0,12;4;0,69;0;0,04;;10;33,89;;;;
0:01:03;0:55:38;400;400;22;23;23;22;0,12;4;0,15;0;0,04;;10;33,89;;;;
0:01:04;0:55:39;400;400;22;23;23;22;0,12;4;0,15;0;0,04;;10;33,89;;;;
0:01:05;0:55:40;400;400;22;23;23;22;0,12;4;0,15;0;0,04;;10;33,9;;;;
0:01:06;0:55:41;400;400;22;23;23;22;0,12;4;0,15;0;0,04;;10;33,9;;;;
0:01:07;0:55:42;400;400;22;23;23;22;0,12;4;0,29;0;0,04;;10;33,91;;;;
0:01:08;0:55:43;400;400;22;23;23;22;0,12;4;0,29;0;0,04;;10;33,91;;;;
0:01:09;0:55:44;400;400;22;23;23;22;0,12;4;0,29;0;0,03;;10;33,91;;;;
0:01:10;0:55:45;400;400;22;23;23;22;0,12;4;0,1;0;0,04;;10;33,91;;;;
0:01:11;0:55:46;400;400;22;23;23;22;0,12;4;0,1;0;0,04;;10;33,91;;;;
0:01:12;0:55:47;400;400;22;23;23;22;0,12;4;0,1;0;0,04;;10;33,92;;;;
0:01:13;0:55:48;400;400;22;23;23;22;0,12;4;0,07;0;0,04;;10;33,92;;;;
0:01:14;0:55:49;400;400;22;23;23;22;0,12;4;0,07;0;0,04;;10;33,92;;;;
0:01:15;0:55:50;400;400;22;23;23;22;0,12;4;0,07;0;0,04;;10;33,92;;;;
0:01:16;0:55:51;400;400;22;23;23;22;0,12;4;0,07;0;0,04;;10;33,92;;;;
0:01:17;0:55:52;400;400;22;23;23;22;0,19;4;0,12;0;0,04;;10;33,92;;;;
0:01:18;0:55:53;400;400;22;23;23;22;0,22;4;0,12;0;0,04;;10;33,92;;;;
0:01:19;0:55:54;400;400;22;23;23;22;0,22;4;0,12;0;0,04;;10;33,92;;;;
0:01:20;0:55:55;400;400;22;23;23;22;0,21;4;0;0;0,04;;10;33,93;;;;
0:01:21;0:55:56;400;400;22;23;23;22;0,21;4;0;0;0,04;;10;33,93;;;;
0:01:22;0:55:57;400;400;22;23;23;22;0,2;4;0;0;0,04;;10;33,93;;;;
0:01:23;0:55:58;400;400;22;23;23;22;0,2;4;0;0;0,04;;10;33,93;;;;
0:01:24;0:55:59;400;400;22;23;23;22;0,2;4;0,08;0;0,04;;10;33,93;;;;
0:01:25;0:56:00;400;400;22;23;23;22;0,2;4;0,08;0;0,04;;10;33,93;;;;
0:01:26;0:56:01;400;400;22;23;23;22;0,2;4;0,08;0;0,04;;10;33,93;;;;
0:01:27;0:56:02;400;400;22;23;23;22;0,19;4;0;0;0,04;;10;33,93;;;;
0:01:28;0:56:03;400;400;22;23;23;22;0,19;4;0;0;0,04;;10;33,93;;;;
0:01:29;0:56:04;400;400;22;23;23;22;0,18;4;0;0;0,04;;10;33,94;;;;
0:01:30;0:56:05;400;400;22;23;23;22;0,18;4;0,07;0;0,04;;10;33,94;;;;
0:01:31;0:56:06;400;400;22;23;23;22;0,18;4;0,07;0;0,04;;10;33,94;;;;
0:01:32;0:56:07;400;400;22;23;23;22;0,18;4;0,07;0;0,04;;10;33,94;;;;
0:01:33;0:56:08;400;400;22;23;23;22;0,18;4;0,07;0;0,04;;10;33,94;;;;
0:01:34;0:56:09;400;400;22;23;23;22;0,18;4;0,02;0;0,04;;10;33,94;;;;
0:01:35;0:56:10;400;400;22;23;23;22;0,17;4;0,02;0;0,05;;10;33,94;;;;
0:01:36;0:56:11;400;400;22;23;23;22;0,17;4;0,02;0;0,04;;10;33,94;;;;
0:01:37;0:56:12;400;400;22;23;23;22;0,17;4;0,1;0;0,04;;10;33,94;;;;
0:01:38;0:56:13;400;400;22;23;23;22;0,17;4;0,1;0;0,04;;10;33,94;;;;
0:01:39;0:56:14;400;400;22;23;23;22;0,17;4;0,1;0;0,04;;10;33,94;;;;
0:01:40;0:56:15;400;400;22;23;23;22;0,16;4;0,03;0;0,04;;10;33,94;;;;
0:01:41;0:56:16;400;400;22;23;23;22;0,16;4;0,03;0;0,04;;10;33,94;;;;
0:01:42;0:56:17;400;400;22;23;23;22;0,16;4;0,03;0;0,04;;10;33,94;;;;
0:01:43;0:56:18;400;400;22;23;23;22;0,16;4;0,06;0;0,04;;10;33,95;;;;
0:01:44;0:56:19;400;400;22;23;23;22;0,16;4;0,06;0;0,04;;10;33,95;;;;
0:01:45;0:56:20;400;400;22;23;23;22;0,16;4;0,06;0;0,04;;10;33,95;;;;
0:01:46;0:56:21;400;400;22;23;23;22;0,16;4;0,06;0;0,04;;10;33,95;;;;
0:01:47;0:56:22;400;400;22;23;23;22;0,15;4;0;0;0,04;;10;33,95;;;;
0:01:48;0:56:23;400;400;22;23;23;22;0,15;4;0;0;0,04;;10;33,95;;;;
0:01:49;0:56:24;400;400;22;23;23;22;0,15;4;0;0;0,04;;10;33,95;;;;
0:01:50;0:56:25;400;400;22;23;23;22;0,15;4;0;0;0,04;;10;33,95;;;;
0:01:51;0:56:26;400;400;22;23;23;22;0,15;4;0,04;0;0,04;;10;33,95;;;;
0:01:52;0:56:27;400;400;22;23;23;22;0,15;4;0,04;0;0,04;;10;33,95;;;;
0:01:53;0:56:28;400;400;22;23;23;22;0,15;4;0,04;0;0,04;;10;33,95;;;;
0:01:54;0:56:29;400;400;22;23;23;22;0,15;4;0;0;0,05;;10;33,95;;;;
0:01:55;0:56:30;400;400;22;23;23;22;0,15;4;0;0;0,05;;10;33,95;;;;
0:01:56;0:56:31;400;400;22;23;23;22;0,15;4;0;0;0,04;;10;33,95;;;;
0:01:57;0:56:32;400;400;22;23;23;22;0,14;4;0,03;0;0,04;;10;33,95;;;;
0:01:58;0:56:33;400;400;22;23;23;22;0,14;4;0,03;0;0,04;;10;33,95;;;;
0:01:59;0:56:34;400;400;22;23;23;22;0,14;4;0,03;0;0,04;;10;33,95;;;;
0:02:00;0:56:35;400;400;22;23;23;22;0,14;4;0,02;0;0,04;;10;33,95;;;;
0:02:01;0:56:36;400;400;22;23;23;22;0,14;4;0,02;0;0,04;;10;33,95;;;;
0:02:02;0:56:37;400;400;22;23;23;22;0,14;4;0,02;0;0,04;;10;33,95;;;;
0:02:03;0:56:38;400;400;22;23;23;22;0,14;4;0,02;0;0,04;;10;33,95;;;;
0:02:04;0:56:39;400;400;22;23;23;22;0,14;4;0,01;0;0,04;;10;33,95;;;;
0:02:05;0:56:40;400;400;22;23;23;22;0,14;4;0,01;0;0,04;;10;33,95;;;;
0:02:06;0:56:41;400;400;22;23;23;22;0,14;4;0,01;0;0,04;;10;33,95;;;;
0:02:07;0:56:42;400;400;22;23;23;22;0,14;4;0,04;0;0,04;;10;33,95;;;;
0:02:08;0:56:43;400;400;22;23;23;22;0,14;4;0,04;0;0,04;;10;33,95;;;;
0:02:09;0:56:44;400;400;22;23;23;22;0,14;4;0,04;0;0,04;;10;33,95;;;;
0:02:10;0:56:45;400;400;22;23;23;22;0,13;4;0,04;0;0,04;;10;33,95;;;;
0:02:11;0:56:46;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,95;;;;
0:02:12;0:56:47;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,95;;;;
0:02:13;0:56:48;400;400;22;23;22;22;0,13;4;0;0;0,04;;10;33,96;;;;
0:02:14;0:56:49;400;400;22;23;23;22;0,13;4;0,03;0;0,04;;10;33,96;;;;
0:02:15;0:56:50;400;400;22;23;23;22;0,13;4;0,03;0;0,04;;10;33,96;;;;
0:02:16;0:56:51;400;400;22;23;23;22;0,13;4;0,03;0;0,04;;10;33,96;;;;
0:02:17;0:56:52;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,96;;;;
0:02:18;0:56:53;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,96;;;;
0:02:19;0:56:54;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,96;;;;
0:02:20;0:56:55;400;400;22;23;23;22;0,13;4;0,02;0;0,04;;10;33,96;;;;
0:02:21;0:56:56;400;400;22;23;23;22;0,13;4;0,02;0;0,04;;10;33,96;;;;
0:02:22;0:56:57;400;400;22;23;23;22;0,13;4;0,02;0;0,04;;10;33,96;;;;
0:02:23;0:56:58;400;400;22;23;23;22;0,13;4;0,02;0;0,04;;10;33,96;;;;
0:02:24;0:56:59;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,96;;;;
0:02:25;0:57:00;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,96;;;;
0:02:26;0:57:01;400;400;22;23;23;22;0,13;4;0;0;0,04;;10;33,96;;;;
0:02:27;0:57:02;400;400;22;23;23;22;0,13;4;0,01;0;0,04;;10;33,96;;;;
0:02:28;0:57:03;400;400;22;23;23;22;0,13;4;0,01;0;0,04;;10;33,96;;;;
0:02:29;0:57:04;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:30;0:57:05;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:31;0:57:06;400;400;22;23;23;22;0,12;4;-0,01;0;0,04;;10;33,96;;;;
0:02:32;0:57:07;400;400;22;23;23;22;0,12;4;-0,01;0;0,04;;10;33,96;;;;
0:02:33;0:57:08;400;400;22;23;23;22;0,12;4;-0,01;0;0,04;;10;33,96;;;;
0:02:34;0:57:09;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:35;0:57:10;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:36;0:57:11;400;400;22;23;22;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:37;0:57:12;400;400;22;23;22;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:38;0:57:13;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:39;0:57:14;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:40;0:57:15;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:41;0:57:16;400;400;22;23;23;22;0,12;4;0,03;0;0,04;;10;33,96;;;;
0:02:42;0:57:17;400;400;22;23;23;22;0,12;4;0,03;0;0,04;;10;33,96;;;;
0:02:43;0:57:18;400;400;22;23;23;22;0,12;4;0,03;0;0,04;;10;33,96;;;;
0:02:44;0:57:19;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:45;0:57:20;400;400;22;23;23;22;0,12;4;0;0;0,05;;10;33,96;;;;
0:02:46;0:57:21;400;400;22;23;23;22;0,12;4;0;0;0,05;;10;33,96;;;;
0:02:47;0:57:22;400;400;22;23;23;22;0,12;4;0,02;0;0,04;;10;33,96;;;;
0:02:48;0:57:23;400;400;22;23;22;22;0,12;4;0,02;0;0,04;;10;33,96;;;;
0:02:49;0:57:24;400;400;22;23;23;22;0,12;4;0,02;0;0,04;;10;33,96;;;;
0:02:50;0:57:25;400;400;22;23;23;22;0,12;4;0,02;0;0,04;;10;33,96;;;;
0:02:51;0:57:26;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:52;0:57:27;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:53;0:57:28;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:02:54;0:57:29;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:55;0:57:30;400;400;22;23;22;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:56;0:57:31;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:57;0:57:32;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:02:58;0:57:33;400;400;22;23;22;22;0,12;4;0,04;0;0,04;;10;33,96;;;;
0:02:59;0:57:34;400;400;22;23;22;22;0,12;4;0,04;0;0,04;;10;33,96;;;;
0:03:00;0:57:35;400;400;22;23;23;22;0,12;4;0,04;0;0,04;;10;33,96;;;;
0:03:01;0:57:36;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:03:02;0:57:37;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:03:03;0:57:38;400;400;22;23;23;22;0,12;4;0;0;0,04;;10;33,96;;;;
0:03:04;0:57:39;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:03:05;0:57:40;400;400;22;23;23;22;0,12;4;0,01;0;0,04;;10;33,96;;;;
0:03:06;0:57:41;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:07;0:57:42;400;400;22;23;23;22;0,11;4;0;0;0,05;;10;33,96;;;;
0:03:08;0:57:43;400;400;22;23;23;22;0,11;4;0;0;0,05;;10;33,96;;;;
0:03:09;0:57:44;400;400;22;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:10;0:57:45;400;400;22;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:11;0:57:46;400;400;22;23;23;22;0,11;4;0,04;0;0,04;;10;33,97;;;;
0:03:12;0:57:47;400;400;22;23;23;22;0,11;4;0,04;0;0,04;;10;33,97;;;;
0:03:13;0:57:48;400;400;22;23;23;22;0,11;4;0,04;0;0,04;;10;33,97;;;;
0:03:14;0:57:49;400;400;22;23;23;22;0,11;4;-0,01;0;0,04;;10;33,97;;;;
0:03:15;0:57:50;400;400;22;23;23;22;0,11;4;-0,01;0;0,04;;10;33,97;;;;
0:03:16;0:57:51;400;400;22;23;23;22;0,11;4;-0,01;0;0,04;;10;33,97;;;;
0:03:17;0:57:52;400;400;22;23;23;22;0,11;4;-0,01;0;0,04;;10;33,97;;;;
0:03:18;0:57:53;400;400;22;23;22;22;0,11;4;0,03;0;0,04;;10;33,97;;;;
0:03:19;0:57:54;400;400;22;23;22;22;0,11;4;0,03;0;0,04;;10;33,97;;;;
0:03:20;0:57:55;400;400;22;23;22;22;0,11;4;0,03;0;0,04;;10;33,97;;;;
0:03:21;0:57:56;400;400;22;23;23;22;0,11;4;0,02;0;0,04;;10;33,97;;;;
0:03:22;0:57:57;400;400;22;23;23;22;0,11;4;0,02;0;0,04;;10;33,97;;;;
0:03:23;0:57:58;400;400;22;23;23;22;0,11;4;0,02;0;0,04;;10;33,97;;;;
0:03:24;0:57:59;400;400;22;23;22;22;0,11;4;0,05;0;0,04;;10;33,97;;;;
0:03:25;0:58:00;400;400;22;23;22;22;0,11;4;0,05;0;0,04;;10;33,97;;;;
0:03:26;0:58:01;400;400;22;23;23;22;0,11;4;0,05;0;0,04;;10;33,97;;;;
0:03:27;0:58:02;400;400;22;23;22;22;0,11;4;0,05;0;0,04;;10;33,97;;;;
0:03:28;0:58:03;400;400;22;23;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:29;0:58:04;400;400;22;23;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:30;0:58:05;400;400;22;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:31;0:58:06;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:32;0:58:07;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:33;0:58:08;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:34;0:58:09;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:35;0:58:10;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:36;0:58:11;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:37;0:58:12;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:38;0:58:13;400;400;22;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:39;0:58:14;400;400;22;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:40;0:58:15;400;400;22;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:41;0:58:16;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:42;0:58:17;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:43;0:58:18;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:44;0:58:19;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:45;0:58:20;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:46;0:58:21;400;400;22;23;23;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:47;0:58:22;400;400;22;23;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:48;0:58:23;400;400;22;23;22;22;0,11;4;0,02;0;0,04;;10;33,97;;;;
0:03:49;0:58:24;400;400;22;23;23;22;0,11;4;0,02;0;0,04;;10;33,97;;;;
0:03:50;0:58:25;400;400;21;23;22;22;0,11;4;0,02;0;0,04;;10;33,97;;;;
0:03:51;0:58:26;400;400;21;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:52;0:58:27;400;400;21;23;23;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:53;0:58:28;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:54;0:58:29;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:55;0:58:30;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:56;0:58:31;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:57;0:58:32;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:03:58;0:58:33;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:03:59;0:58:34;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:00;0:58:35;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:01;0:58:36;400;400;21;22;22;22;0,11;4;0;0;0,05;;10;33,97;;;;
0:04:02;0:58:37;400;400;21;22;22;22;0,11;4;-0,01;0;0,04;;10;33,97;;;;
0:04:03;0:58:38;400;400;21;22;22;22;0,11;4;-0,01;0;0,04;;10;33,97;;;;
0:04:04;0:58:39;400;400;21;22;22;22;0,11;4;-0,01;0;0,04;;10;33,97;;;;
0:04:05;0:58:40;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:06;0:58:41;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:07;0:58:42;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:08;0:58:43;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:04:09;0:58:44;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:04:10;0:58:45;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:04:11;0:58:46;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:12;0:58:47;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:13;0:58:48;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:14;0:58:49;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:15;0:58:50;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:04:16;0:58:51;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:04:17;0:58:52;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,97;;;;
0:04:18;0:58:53;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:19;0:58:54;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,97;;;;
0:04:20;0:58:55;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,98;;;;
0:04:21;0:58:56;400;400;21;22;22;22;0,11;4;0;0;0,04;;10;33,98;;;;
0:04:22;0:58:57;400;400;21;22;22;22;0,11;4;0,03;0;0,04;;10;33,98;;;;
0:04:23;0:58:58;400;400;21;22;22;22;0,11;4;0,03;0;0,04;;10;33,98;;;;
0:04:24;0:58:59;400;400;21;22;22;22;0,11;4;0,03;0;0,04;;10;33,98;;;;
0:04:25;0:59:00;400;400;21;22;22;22;0,11;4;-0,02;0;0,04;;10;33,98;;;;
0:04:26;0:59:01;400;400;21;22;22;22;0,11;4;-0,02;0;0,04;;10;33,98;;;;
0:04:27;0:59:02;400;400;21;22;22;22;0,11;4;-0,02;0;0,04;;10;33,98;;;;
0:04:28;0:59:03;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,98;;;;
0:04:29;0:59:04;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,98;;;;
0:04:30;0:59:05;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,98;;;;
0:04:31;0:59:06;400;400;21;22;22;22;0,11;4;0,01;0;0,04;;10;33,98;;;;
